REQUEST,ORDERS,VW_ORDERS,VW_API_REQUESTS
332,357,332,332
REQUEST,,,,,,,,,,,,,,,
Request,"Order Id","Instrument
Position",Action,State,Price,Size,Leverage,"Request
Type","Margin
Mode","Reduce
Only",Memo,"Broker
ID","Create
Time","Expiry
Time","Update
Time"
00E8DB89B921,00E8DB89B921,119BB09507BD,sell,E8FCF7,2.5295,5,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/11/10 13:27:59.441","2025/11/10 21:27:59.441","2025/11/10 13:28:18.149"
00E8DB89526E,00E8DB89526E,119BB09507BD,buy,E8FCF7,2.2552,500,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/11/10 01:53:14.881","2025/11/10 09:53:14.881","2025/11/10 05:26:54.927"
E322F05B2C18,00E8DB88F47D,119BB09507BD,sell,E1CB25,2.382,1000,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/11/09 15:48:25.360","2025/11/09 23:48:25.360","2025/11/09 16:20:17.406"
00E8DB88C000,00E8DB88C000,119BB09507BD,buy,E1CB25,0,1000,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/11/09 10:04:42.797","2025/11/09 18:04:42.797","2025/11/09 10:04:42.836"
DEA6197EB860,00E8DB88AD50,119BB09507BD,sell,E1CB25,2.322,1000,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/11/09 07:40:44.515","2025/11/09 15:40:44.515","2025/11/09 07:52:54.310"
00E8DB88A38B,00E8DB88A38B,E1163EF82926,sell,E1CB25,0,1000,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/11/09 06:49:55.632","2025/11/09 14:49:55.632","2025/11/09 06:49:55.669"
A52293DEB5FF,00E8DB8813C2,E1163EF82926,buy,E1CB25,2.262,1000,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/11/08 05:35:16.316","2025/11/08 13:35:16.316","2025/11/08 06:19:36.779"
E2D5C7EE48AE,00E8DB87CDBB,119BB09507BD,sell,E8FCF7,2.95,100,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/11/07 19:41:26.245","2025/11/08 03:41:26.245","2025/11/07 19:46:44.763"
22261170B29B,00E8DB87B48A,119BB09507BD,sell,E8FCF7,2.95,100,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/11/07 16:55:05.079","2025/11/08 00:55:05.079","2025/11/07 16:59:54.945"
70A6E8ECA21E,00E8DB86A4EE,119BB09507BD,sell,E8FCF7,2.95,100,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/11/06 21:41:26.095","2025/11/07 05:41:26.095","2025/11/07 01:55:22.174"
24512DE2D3DE,00E8DB8607ED,119BB09507BD,sell,E8FCF7,2.55,100,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/11/05 16:27:07.044","2025/11/06 00:27:07.044","2025/11/05 16:34:51.265"
B3CEC99E5D33,00E8DB85E2F1,119BB09507BD,sell,E8FCF7,2.85,100,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/11/05 13:12:41.145","2025/11/05 21:12:41.145","2025/11/05 13:18:00.435"
EAC3B9F761CF,00E8DB856339,119BB09507BD,sell,E8FCF7,2.95,100,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/11/04 22:09:26.788","2025/11/05 06:09:26.788","2025/11/04 22:30:08.017"
999CFAC8646F,00E8DB8212F7,119BB09507BD,sell,E8FCF7,2.95,100,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/11/02 16:05:02.834","2025/11/03 00:05:02.834","2025/11/04 16:02:35.880"
00E8DB7E55E2,00E8DB7E55E2,119BB09507BD,buy,E1CB25,0,1220,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/10/29 14:09:05.775","2025/10/29 22:09:05.775","2025/10/29 14:09:05.835"
00E8DB7DE75B,00E8DB7DE75B,119BB09507BD,sell,E1CB25,0,320,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/10/29 11:39:30.718","2025/10/29 19:39:30.718","2025/10/29 11:39:30.999"
00E8DB7DD80F,00E8DB7DD80F,119BB09507BD,sell,E1CB25,0,400,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/10/29 11:36:38.026","2025/10/29 19:36:38.026","2025/10/29 11:36:38.146"
00E8DB7DC8FC,00E8DB7DC8FC,119BB09507BD,sell,E1CB25,0,500,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/10/29 11:23:52.201","2025/10/29 19:23:52.201","2025/10/29 11:23:52.306"
00E8DB7CB6E5,00E8DB7CB6E5,119BB09507BD,buy,E1CB25,0,1250,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/10/28 13:19:26.730","2025/10/28 21:19:26.730","2025/10/28 13:19:26.977"
00E8DB7B5315,00E8DB7B5315,119BB09507BD,sell,E1CB25,0,1250,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/10/27 09:51:46.202","2025/10/27 17:51:46.202","2025/10/27 09:51:46.247"
00E8DB7B464D,00E8DB7B464D,119BB09507BD,buy,E1CB25,0,1875,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/10/27 09:08:09.913","2025/10/27 17:08:09.913","2025/10/27 09:08:10.196"
00E8DB7AFB3C,00E8DB7AFB3C,119BB09507BD,sell,E1CB25,0,625,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/10/27 05:54:42.383","2025/10/27 13:54:42.383","2025/10/27 05:54:42.430"
00E8DB7AF1BE,00E8DB7AF1BE,119BB09507BD,sell,E1CB25,0,1250,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/10/27 05:42:55.141","2025/10/27 13:42:55.141","2025/10/27 05:42:55.270"
D89299B310B4,00E8DB78E3F5,119BB09507BD,sell,E8FCF7,2.55,100,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/10/24 16:54:43.999","2025/10/25 00:54:43.999","2025/10/24 16:58:06.534"
6A06BD104D6B,00E8DB78404D,119BB09507BD,sell,E8FCF7,2.85,100,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/10/23 22:25:16.631","2025/10/24 06:25:16.631","2025/10/23 22:32:31.864"
FD46980A6FD1,00E8DB781D9C,119BB09507BD,sell,E8FCF7,2.95,100,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/10/23 16:59:32.531","2025/10/24 00:59:32.531","2025/10/23 17:38:39.344"
5E10B25AD0D1,00E8DB77CE8A,119BB09507BD,sell,E8FCF7,2.95,100,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/10/23 08:11:06.407","2025/10/23 16:11:06.407","2025/10/23 10:56:29.969"
AB686152CF66,00E8DB76663C,119BB09507BD,sell,E8FCF7,2.95,100,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/10/21 23:01:17.079","2025/10/22 07:01:17.079","2025/10/21 23:06:37.550"
7563DD92C6AC,00E8DB766569,119BB09507BD,sell,E8FCF7,2.95,100,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/10/21 22:49:00.134","2025/10/22 06:49:00.134","2025/10/21 22:59:20.826"
014FF3E92088,00E8DB7664F5,119BB09507BD,sell,E8FCF7,2.95,100,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/10/21 22:45:36.695","2025/10/22 06:45:36.695","2025/10/21 22:47:03.558"
5245C0576371,00E8DB7663EB,119BB09507BD,sell,E8FCF7,2.95,100,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/10/21 22:34:58.383","2025/10/22 06:34:58.383","2025/10/21 22:42:42.409"
2BEAA0E66CB3,00E8DB765413,119BB09507BD,sell,E8FCF7,2.95,100,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/10/21 20:30:16.344","2025/10/22 04:30:16.344","2025/10/21 22:34:00.580"
E70FE84A583A,00E8DB762089,119BB09507BD,sell,E8FCF7,2.95,100,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/10/21 15:54:33.925","2025/10/21 23:54:33.925","2025/10/21 20:28:49.124"
CE1640875E25,00E8DB7574FE,119BB09507BD,sell,E8FCF7,2.95,100,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/10/21 08:25:08.886","2025/10/21 16:25:08.886","2025/10/21 13:53:11.170"
C667CF77D4B0,00E8DB752052,119BB09507BD,sell,E8FCF7,2.95,100,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/10/21 05:08:10.699","2025/10/21 13:08:10.699","2025/10/21 05:53:01.158"
029E31375212,00E8DB74ACA2,119BB09507BD,sell,E8FCF7,2.95,100,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/10/20 14:17:40.809","2025/10/20 22:17:40.809","2025/10/20 14:49:51.803"
A65052A5D751,00E8DB736F03,119BB09507BD,sell,E8FCF7,2.85,1000,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/10/19 05:40:57.785","2025/10/19 13:40:57.785","2025/10/19 05:48:41.280"
169250BF3388,00E8DB7311B1,119BB09507BD,sell,E8FCF7,2.85,1000,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/10/18 19:13:15.103","2025/10/19 03:13:15.103","2025/10/18 19:15:47.171"
618557EFB01D,00E8DB731163,119BB09507BD,sell,E8FCF7,2.85,1000,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/10/18 19:03:56.751","2025/10/19 03:03:56.751","2025/10/18 19:06:42.455"
E0343B4A002E,00E8DB730F30,119BB09507BD,sell,E8FCF7,2.85,1000,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/10/18 18:16:39.318","2025/10/19 02:16:39.318","2025/10/18 18:41:59.999"
90E5989D33AA,00E8DB72F71B,119BB09507BD,sell,E8FCF7,2.85,1000,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/10/18 13:48:16.103","2025/10/18 21:48:16.103","2025/10/18 17:59:08.628"
01FD417529FC,00E8DB72F446,119BB09507BD,sell,E8FCF7,2.85,1000,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/10/18 13:14:49.760","2025/10/18 21:14:49.760","2025/10/18 13:22:33.534"
76233299515C,00E8DB72EE2D,119BB09507BD,sell,E8FCF7,2.85,1000,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/10/18 12:10:30.008","2025/10/18 20:10:30.008","2025/10/18 12:18:13.511"
307734B957A1,00E8DB72EC0C,119BB09507BD,sell,E8FCF7,2.85,1000,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/10/18 11:46:14.827","2025/10/18 19:46:14.827","2025/10/18 11:54:45.594"
49631715BB6F,00E8DB72EB68,119BB09507BD,sell,E8FCF7,2.85,1000,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/10/18 11:31:12.497","2025/10/18 19:31:12.497","2025/10/18 11:43:51.053"
